client_id,clnt_tenure_yr,clnt_age,gendr,Variation
7970370,6,68,U,Control
7970922,13,57,M,Control
7971052,14,43,M,Test
7971129,15,61,M,Control
7971336,14,61,F,Test
7971470,11,37,M,Control
7972615,23,52,M,Control
7972724,6,23,U,Control
7972813,12,67,F,Control
7972854,6,36,U,Test
7972963,10,58,F,Test
7973780,28,73,M,Control
7974036,4,26,U,Test
7974180,5,27,U,Control
7974545,4,21,M,Control
7974547,14,43,U,Test
7974590,6,67,F,Control
7974599,10,65,M,Test
7975145,7,85,U,Test
7975433,8,30,F,Test
7975628,15,64,M,Test
7975844,5,30,U,Test
7975904,23,37,M,Test
7976030,9,32,U,Control
7976241,10,36,F,Test
7976343,15,33,M,Test
7976346,9,36,F,Test
7976421,22,42,F,Test
7976518,22,66,F,Test
7976637,15,34,F,Test
7977061,11,56,M,Test
7977329,6,47,U,Control
7977345,12,34,M,Control
7977368,9,61,F,Test
7977396,5,61,U,Test
7977441,12,28,M,Test
7977593,24,65,F,Control
7978056,9,59,M,Control
7978425,11,41,F,Test
7978454,13,47,F,Control
7978655,12,49,F,Test
7979029,23,53,M,Test
7979433,7,60,U,Test
7979476,22,53,F,Test
7980054,26,23,M,Control
7980063,20,64,M,Test
7980181,5,26,U,Control
7980278,12,37,F,Test
7980336,34,68,M,Control
7980798,5,33,U,Control
7980976,8,44,U,Control
7981108,7,26,U,Test
7981200,7,30,U,Test
7981508,4,57,U,Test
7981938,12,36,M,Control
7982027,8,71,U,Test
7982253,20,39,U,Control
7982504,18,34,M,Test
7982693,8,62,F,Test
7982728,28,77,M,Test
7982893,15,58,M,Test
7982935,4,53,U,Test
7983890,14,61,M,Test
7984003,11,45,F,Test
7984065,4,45,M,Test
7984069,13,53,M,Test
7984218,12,32,M,Control
7984382,4,48,M,Control
7984549,4,19,U,Test
7984893,16,64,M,Test
7985210,27,85,F,Test
7985391,5,66,M,Control
7985423,7,36,U,Test
7985520,3,70,U,Test
7985605,5,48,U,Control
7985820,17,49,F,Control
7985851,15,36,F,Test
7985857,18,34,M,Control
7986054,7,26,U,Test
7986122,8,59,M,Control
7986289,8,77,U,Test
7986402,6,69,F,Test
7986451,5,43,U,Control
7986738,8,61,U,Control
7986968,4,46,F,Control
7987450,12,54,M,Control
7987454,28,57,F,Test
7988248,15,51,M,Test
7988338,12,41,M,Test
7988348,17,52,F,Control
7988559,11,29,M,Test
7988666,7,38,U,Test
7988764,6,39,U,Control
7989164,15,28,F,Control
7989532,4,29,U,Control
7989664,26,69,F,Test
7989945,18,48,F,Test
7990323,15,66,F,Test
7990507,15,59,F,Control
7990535,21,27,U,Control
7990566,10,23,F,Control
7990985,8,34,U,Test
7991318,13,58,F,Control
7991484,12,40,F,Test
7991545,20,55,M,Control
7991619,10,57,U,Test
7991760,30,53,M,Control
7991851,8,56,M,Control
7992263,10,28,F,Control
7992324,7,55,U,Test
7992449,5,26,F,Control
7992634,6,29,U,Control
7992906,21,45,M,Control
7992942,15,55,M,Control
7993028,9,31,F,Control
7993172,22,52,M,Test
7993618,4,55,U,Test
7994112,18,33,F,Test
7994268,5,60,M,Control
7994409,13,55,M,Test
7994452,8,38,M,Test
7994671,10,53,M,Control
7994740,10,63,M,Test
7994903,22,61,M,Test
7994967,30,54,F,Test
7995189,7,58,U,Test
7995259,20,49,F,Test
7995331,9,67,M,Test
7995744,15,39,M,Test
7995807,13,53,F,Control
7996589,6,49,U,Test
7996595,4,67,M,Control
7996632,7,56,U,Control
7996704,12,39,M,Control
7996731,23,30,M,Test
7996810,22,51,M,Control
7997224,13,78,F,Control
7997482,22,67,F,Control
7997747,8,64,M,Control
7997826,8,46,U,Control
7997924,4,28,U,Control
7998129,12,58,M,Test
7998392,7,61,F,Control
7998436,12,26,F,Control
7998709,13,53,M,Control
7998714,7,23,U,Test
7999087,15,57,F,Control
7999274,14,53,F,Test
7999292,11,61,M,Test
7999297,30,58,F,Test
7999619,16,30,F,Control
7999701,14,44,F,Test
7999706,6,24,U,Test
7999974,12,51,U,Control
8000406,19,43,U,Control
8000425,5,27,U,Test
8000731,12,68,F,Test
8000734,4,35,M,Test
8000863,9,50,F,Test
8001046,27,76,M,Test
8001103,12,65,M,Control
8001712,13,48,M,Test
8001854,17,49,M,Test
8002011,30,75,U,Test
8002094,7,30,U,Control
8002672,13,63,M,Control
8002977,18,61,F,Control
8003265,10,30,M,Control
8003314,5,32,U,Test
8003355,10,30,M,Test
8003457,18,52,M,Control
8003567,8,37,M,Control
8003648,6,28,U,Control
8003898,5,25,U,Control
8003993,9,56,U,Control
8004609,21,40,F,Test
8004671,10,63,M,Control
8005239,23,50,F,Test
8005464,4,61,U,Test
8006067,12,40,M,Test
8006083,21,56,F,Test
8006118,7,45,U,Test
8006148,13,40,F,Test
8006175,4,63,U,Control
8006275,12,62,U,Control
8006386,11,39,F,Control
8006554,19,57,M,Control
8006775,15,72,M,Test
8007055,29,54,M,Test
8007409,22,21,M,Control
8007480,26,51,M,Control
8007566,22,48,M,Test
8007782,27,69,F,Test
8007865,15,75,M,Control
8008043,12,65,M,Test
8008116,14,23,F,Test
8008206,12,44,F,Test
8008221,21,54,F,Test
8008423,17,64,F,Test
8008969,13,66,M,Test
8009077,13,54,F,Control
8009098,14,50,M,Control
8009242,12,50,F,Control
8009316,7,33,M,Test
8009377,31,63,M,Test
8009380,16,36,F,Test
8009454,6,21,U,Test
8009803,5,61,M,Test
8009941,8,50,U,Test
8009992,5,23,U,Test
8010747,4,36,U,Test
8011247,5,60,M,Control
8011795,6,41,U,Control
8011858,5,64,U,Test
8012182,5,25,U,Test
8012186,5,49,F,Control
8012223,4,28,U,Control
8012228,21,66,M,Test
8012314,4,41,U,Control
8012388,7,52,U,Test
8012396,20,68,M,Control
8012887,4,32,U,Control
8013100,6,22,U,Control
8013108,5,64,U,Test
8013166,7,52,F,Control
8013243,6,62,U,Control
8013250,21,29,F,Test
8013513,16,61,M,Test
8013659,9,51,F,Test
8013938,8,35,U,Test
8014142,6,49,U,Test
8014451,22,28,F,Control
8014474,12,41,M,Control
8014657,11,30,F,Test
8014670,20,62,M,Control
8014998,4,53,U,Control
8015112,7,54,U,Control
8015300,4,25,U,Test
8015856,28,29,M,Test
8015932,8,63,F,Control
8015946,4,35,U,Control
8015992,25,62,M,Test
8016176,4,22,U,Test
8016194,22,41,M,Control
8016271,8,22,U,Control
8016554,18,30,F,Control
8017188,33,55,M,Test
8017409,7,55,U,Test
8017510,13,27,F,Test
8017988,9,32,F,Test
8018087,13,42,M,Test
8018381,11,52,F,Control
8018499,24,32,M,Test
8018733,4,62,U,Control
8018948,11,54,F,Test
8019045,15,62,F,Test
8019092,24,20,U,Control
8019243,5,61,M,Control
8019542,29,51,F,Control
8020096,15,43,M,Test
8020669,6,38,U,Test
8020746,8,57,M,Test
8020967,18,44,M,Control
8021143,4,20,M,Test
8021287,13,40,M,Test
8021819,7,35,U,Control
8021901,15,65,M,Test
8021910,27,85,M,Test
8021927,11,50,F,Control
8021976,18,41,F,Control
8022126,6,58,U,Test
8022370,6,29,U,Test
8022458,15,30,M,Control
8022611,9,39,M,Test
8022678,6,82,M,Test
8022911,7,67,U,Test
8023036,8,66,F,Control
8023221,12,41,F,Control
8023584,9,37,F,Test
8023625,28,54,M,Control
8023726,6,32,M,Test
8023902,6,42,U,Control
8023944,14,66,M,Control
8024012,10,73,F,Control
8024335,6,38,U,Test
8024390,29,30,F,Test
8024933,20,27,F,Test
8024957,6,24,U,Control
8025050,5,32,U,Control
8025576,12,47,M,Test
8025584,6,65,U,Test
8025695,13,69,F,Control
8025718,18,46,M,Control
8025839,10,28,M,Test
8025864,5,69,F,Test
8025947,10,78,F,Test
8026324,12,60,U,Control
8026841,13,62,M,Test
8026891,11,42,F,Test
8027167,4,29,U,Control
8027229,5,34,F,Test
8027449,5,33,U,Control
8027961,20,69,M,Test
8028488,7,28,U,Test
8028750,13,35,M,Test
8029013,13,72,F,Test
8029613,15,63,F,Test
8029833,6,24,M,Control
8029864,13,65,M,Control
8030325,14,45,M,Test
8030541,11,74,F,Test
8030638,28,69,F,Control
8030926,5,33,U,Control
8031142,9,48,M,Test
8031402,13,34,M,Test
8031474,23,57,F,Control
8031718,28,65,M,Control
8031855,18,52,F,Control
8031992,5,20,F,Control
8032103,10,34,F,Test
8032447,6,27,U,Control
8032606,4,30,U,Test
8032762,9,38,U,Control
8033222,12,28,M,Test
8033229,6,20,U,Test
8033419,14,72,F,Control
8033535,20,44,F,Control
8033551,6,33,U,Test
8033640,16,65,M,Control
8034144,14,54,M,Test
8034444,5,26,U,Control
8034538,3,44,U,Test
8034741,13,69,M,Control
8034861,12,74,F,Test
8035152,21,75,F,Control
8035158,21,51,F,Control
8035223,4,26,U,Test
8035422,9,51,F,Control
8035493,23,76,U,Control
8035978,4,67,M,Control
8036059,23,45,F,Control
8036117,10,64,M,Control
8036434,5,32,U,Control
8036553,16,30,F,Test
8036648,14,58,F,Control
8036843,8,63,U,Test
8037116,4,23,U,Control
8037374,5,38,M,Control
8037539,13,67,F,Test
8037656,12,59,M,Control
8037730,23,69,F,Test
8037746,5,32,U,Control
8037764,15,56,M,Control
8037795,12,33,M,Test
8037866,13,54,M,Control
8038015,7,24,U,Test
8038016,6,31,U,Control
8038190,14,66,F,Test
8038306,22,47,M,Control
8038699,12,34,M,Test
8039730,15,68,M,Test
8039815,12,27,F,Test
8040052,4,67,F,Control
8040136,27,42,F,Test
8040332,8,48,M,Control
8040493,21,19,M,Test
8040619,22,33,F,Test
8040813,4,23,U,Test
8041324,8,31,U,Test
8041338,16,39,F,Test
8041517,32,56,M,Test
8041642,6,59,F,Control
8041943,4,25,U,Control
8041948,34,62,F,Test
8042143,11,37,U,Control
8042509,6,66,U,Control
8042531,7,54,U,Control
8042778,5,29,U,Control
8042987,8,56,U,Test
8043075,12,43,F,Control
8043160,28,72,F,Control
8043295,12,63,F,Control
8043664,8,52,U,Control
8043814,12,69,F,Control
8044088,5,32,U,Test
8044344,9,25,M,Test
8045011,14,56,F,Control
8045069,14,60,M,Control
8045640,7,34,U,Control
8045890,4,35,U,Control
8045936,14,36,F,Test
8045953,21,31,F,Test
8046030,8,28,U,Control
8046041,14,67,M,Test
8046298,12,72,F,Test
8046317,6,61,U,Control
8046380,16,73,F,Control
8046472,11,52,M,Test
8046703,20,63,F,Test
8047385,5,20,U,Test
8047484,17,69,F,Control
8047851,7,32,U,Test
8047921,13,66,F,Test
8048009,14,53,F,Test
8048371,6,49,F,Test
8048568,11,38,M,Control
8048762,5,57,U,Test
8048935,15,60,M,Test
8048955,15,48,F,Control
8049083,19,49,M,Control
8049477,4,66,U,Test
8049489,21,55,M,Test
8049816,30,59,F,Test
8049996,13,63,M,Test
8050209,4,24,U,Test
8050462,6,53,U,Control
8050505,7,27,U,Control
8050938,16,76,M,Control
8051151,19,30,F,Test
8051172,16,60,U,Test
8051360,6,58,M,Test
8051395,16,40,M,Test
8051597,6,34,U,Control
8051621,9,40,M,Control
8051726,7,55,U,Test
8051768,7,44,U,Control
8052061,5,50,U,Test
8052084,33,66,U,Test
8052158,16,57,M,Test
8052234,6,27,F,Control
8052248,7,25,U,Test
8052264,15,38,M,Control
8052520,8,38,F,Control
8053145,28,53,M,Control
8053344,15,51,F,Test
8053362,5,33,U,Test
8053397,5,43,U,Control
8053506,8,44,U,Test
8053780,4,53,U,Control
8053973,9,39,F,Test
8054343,15,35,M,Control
8054456,13,42,F,Control
8054564,12,29,M,Test
8054660,6,21,U,Control
8054675,13,47,F,Control
8055182,5,61,F,Test
8055629,8,69,U,Control
8055860,6,32,U,Control
8056064,13,46,F,Control
8056131,22,42,F,Control
8056344,5,64,U,Control
8056465,4,24,U,Control
8056492,8,30,M,Control
8056565,23,64,M,Test
8056722,15,79,M,Control
8056996,12,71,F,Control
8057419,26,33,M,Test
8057539,13,74,F,Control
8057726,28,80,F,Control
8057794,16,49,F,Control
8058029,6,29,U,Control
8058044,15,59,F,Control
8058142,10,52,F,Control
8058240,7,35,U,Test
8058675,4,41,U,Control
8059064,15,57,M,Control
8059101,16,40,M,Test
8059559,15,44,F,Control
8059613,8,31,U,Control
8059745,6,20,U,Test
8060147,4,52,U,Test
8060180,20,58,F,Test
8060451,14,57,F,Control
8060479,26,34,M,Test
8060493,5,60,U,Test
8060496,8,49,U,Test
8060635,5,35,F,Test
8060688,22,74,F,Control
8061105,13,46,M,Test
8061414,29,49,M,Control
8061813,30,60,M,Test
8062084,5,30,U,Test
8062119,15,45,M,Control
8062240,5,67,U,Test
8062247,5,55,U,Control
8062597,13,73,M,Test
8062653,17,49,M,Test
8062855,8,41,U,Control
8063233,4,37,U,Test
8063276,11,30,F,Test
8063374,8,34,F,Control
8063400,4,63,F,Control
8063914,9,72,M,Control
8064063,7,28,U,Test
8064081,4,58,U,Control
8064319,15,43,M,Control
8064580,23,54,U,Test
8064588,8,44,M,Control
8064827,24,70,F,Control
8064855,6,24,U,Test
8064988,12,31,M,Test
8065001,10,33,F,Control
8065181,18,47,M,Control
8065299,13,28,U,Control
8065566,5,65,M,Control
8065916,12,40,M,Control
8066516,14,51,F,Control
8066807,21,51,M,Test
8066975,8,60,U,Test
8066998,36,68,F,Control
8067026,17,60,M,Control
8067039,22,31,M,Control
8067184,8,34,F,Control
8067207,15,39,M,Control
8067432,27,58,F,Test
8067449,9,52,M,Test
8067628,13,30,U,Test
8068242,15,47,U,Test
8068308,15,56,F,Control
8068434,10,58,F,Control
8069676,8,47,U,Control
8069761,8,27,F,Control
8069975,10,65,U,Test
8070244,6,29,U,Test
8070639,14,63,M,Test
8070687,11,35,U,Control
8070976,11,31,M,Control
8071097,10,29,M,Control
8071131,9,65,F,Control
8071489,15,33,F,Test
8071857,22,26,F,Control
8072028,4,60,U,Test
8072034,8,27,M,Test
8072283,9,46,F,Test
8072513,15,31,F,Control
8072602,6,65,F,Control
8072671,8,67,F,Test
8072681,5,32,M,Test
8072875,24,46,M,Control
8072956,6,31,U,Control
8073324,16,40,M,Test
8073475,6,19,U,Test
8073745,20,51,M,Test
8073817,10,39,F,Control
8074391,6,23,M,Control
8075025,30,66,F,Control
8075262,5,31,U,Test
8075476,10,64,M,Test
8075641,15,44,M,Control
8075683,6,44,U,Test
8075799,22,78,U,Control
8075801,6,29,U,Test
8076000,10,29,F,Test
8076294,8,42,U,Control
8076343,6,50,U,Control
8076682,28,24,M,Test
8076869,17,67,M,Test
8077428,5,49,M,Test
8077479,13,56,F,Control
8077552,8,38,U,Test
8077600,12,51,M,Test
8077984,14,38,F,Control
8078165,9,57,M,Control
8078495,37,92,M,Test
8078763,5,54,U,Test
8078832,15,53,M,Test
8078860,9,67,M,Test
8079329,6,34,U,Test
8079399,8,69,U,Test
8079695,6,34,U,Test
8079923,10,30,M,Control
8080099,8,70,M,Test
8080256,27,26,M,Test
8080471,4,66,F,Control
8080881,13,35,M,Control
8080988,15,53,M,Test
8081026,33,88,M,Control
8081171,6,55,U,Control
8081340,5,27,U,Test
8081536,17,65,F,Test
8081733,23,70,F,Control
8081742,15,58,F,Control
8081823,21,78,F,Control
8082450,15,46,M,Control
8082454,5,34,U,Control
8082495,15,63,F,Control
8082631,10,27,M,Test
8082921,7,28,U,Control
8082942,13,30,F,Test
8083493,12,76,M,Control
8083541,15,61,M,Control
8083597,17,41,M,Test
8083759,12,35,F,Control
8083799,6,51,U,Control
8083850,12,41,M,Control
8084087,6,85,U,Control
8084297,21,69,F,Control
8084318,13,37,M,Test
8084373,30,58,M,Control
8084516,6,34,U,Test
8084953,7,31,U,Test
8085504,5,27,U,Control
8085803,9,55,M,Control
8086037,6,68,U,Control
8086229,6,24,U,Control
8086273,6,59,U,Control
8087297,6,45,U,Control
8087706,21,67,M,Test
8087799,28,67,F,Control
8087904,11,44,M,Control
8088301,15,43,M,Control
8088920,7,63,F,Test
8088930,7,69,U,Test
8089000,12,64,F,Test
8089106,15,65,U,Test
8089480,5,46,F,Test
8089534,15,38,M,Test
8090131,21,82,M,Control
8090826,12,32,F,Test
8091189,4,62,F,Test
8091457,26,77,F,Control
8091770,27,48,U,Control
8091872,11,56,M,Control
8091922,6,67,U,Control
8092194,22,88,M,Test
8092909,5,48,U,Control
8092923,14,58,F,Test
8093151,5,66,U,Control
8093368,4,75,M,Control
8093717,9,71,U,Test
8093753,14,36,M,Test
8094131,7,65,U,Test
8094167,7,22,U,Control
8094238,9,61,M,Test
8094263,7,53,U,Test
8094276,6,44,U,Control
8094315,12,57,U,Test
8094800,16,81,M,Test
8094897,14,82,M,Test
8094996,4,27,U,Test
8095059,7,61,U,Control
8095324,21,51,F,Test
8095374,5,37,M,Test
8095397,9,36,M,Test
8095423,6,60,U,Control
8095506,18,39,F,Test
8095595,12,37,M,Control
8095696,15,45,F,Control
8095818,23,63,M,Control
8096479,10,35,M,Test
8096768,10,60,F,Control
8096789,24,58,M,Test
8097000,7,51,U,Control
8097138,21,26,F,Test
8097308,15,44,M,Control
8097910,12,59,F,Test
8098139,6,20,U,Control
8098171,4,51,U,Test
8098497,5,63,F,Control
8098846,14,43,F,Control
8099259,6,60,U,Test
8099672,4,22,U,Test
8099995,15,34,F,Control
8100152,10,24,M,Test
8100164,6,58,M,Control
8100251,10,34,U,Control
8100370,6,43,U,Test
8100455,5,21,M,Test
8100796,11,27,M,Control
8100842,13,64,F,Test
8101023,15,50,M,Control
8101345,26,65,M,Test
8101389,11,29,F,Test
8101420,17,37,M,Control
8101488,21,72,M,Control
8102225,14,53,F,Control
8102309,27,49,F,Control
8102369,5,54,U,Test
8102436,9,31,F,Test
8102582,11,40,M,Test
8102588,11,43,M,Control
8103106,6,25,U,Control
8103192,8,62,F,Test
8103252,9,61,F,Test
8103298,7,37,U,Test
8103911,18,35,M,Test
8103992,13,37,M,Test
8104112,14,46,F,Control
8104273,20,68,M,Control
8104276,4,40,U,Control
8104971,16,39,F,Test
8104990,7,54,U,Control
8105254,5,58,U,Control
8105315,7,67,U,Test
8105492,4,57,U,Test
8105626,21,56,F,Control
8105642,15,39,M,Test
8106154,12,53,F,Test
8106405,8,67,U,Control
8106425,8,72,M,Test
8106540,16,36,F,Control
8106708,14,19,F,Control
8107088,12,32,M,Test
8107218,8,47,U,Control
8107504,14,35,M,Test
8107974,7,60,U,Test
8108159,4,28,U,Test
8108273,4,29,U,Control
8108520,11,47,M,Control
8108589,8,31,U,Control
8108600,6,68,U,Test
8108637,15,65,M,Test
8108734,5,19,U,Test
8109162,16,34,M,Control
8109359,11,43,F,Test
8109588,23,56,F,Control
8109733,5,45,U,Test
8110064,21,58,F,Control
8110098,23,66,M,Test
8110362,15,44,U,Test
8110365,5,59,F,Test
8110370,5,71,U,Test
8110389,4,22,U,Control
8110402,7,34,U,Control
8110427,10,43,F,Control
8110744,15,52,F,Control
8110944,13,52,F,Test
8111108,11,29,M,Control
8111241,6,61,M,Test
8111377,15,62,M,Control
8111660,6,28,U,Control
8111767,5,51,U,Control
8111781,15,40,M,Test
8112082,7,37,U,Test
8112313,9,37,F,Control
8112934,4,53,U,Test
8112947,8,34,F,Test
8113030,13,53,F,Control
8114658,6,46,U,Test
8114712,10,70,M,Test
8114864,5,31,U,Control
8115034,29,77,M,Control
8115055,5,26,F,Control
8115066,7,22,U,Test
8115079,15,83,M,Control
8115104,14,43,M,Test
8116430,13,40,F,Control
8116686,5,49,U,Test
8117183,21,55,M,Control
8117339,6,24,U,Control
8117599,4,64,U,Control
8117743,27,63,M,Control
8118015,6,58,U,Control
8118036,12,39,M,Test
8118239,5,53,U,Test
8118305,18,65,F,Control
8118337,16,51,M,Control
8118695,10,42,M,Test
8119258,11,63,M,Control
8119357,7,64,U,Test
8119530,4,55,U,Test
8119688,9,25,F,Control
8119900,4,56,U,Control
8120073,12,52,M,Control
8120164,10,31,F,Test
8120364,15,28,M,Control
8120821,12,73,M,Control
8120861,11,51,F,Control
8120884,8,60,M,Test
8120968,24,68,F,Test
8121036,5,31,U,Test
8121566,5,36,U,Test
8121579,12,70,F,Control
8121690,10,34,M,Test
8122164,20,55,M,Control
8122368,14,61,M,Test
8122369,19,44,M,Test
8122546,14,53,F,Test
8122694,28,51,M,Test
8122785,21,63,F,Test
8122881,5,37,U,Control
8123250,20,57,F,Test
8123281,10,66,M,Control
8123370,11,57,F,Test
8123801,12,39,M,Test
8124017,11,54,M,Control
8124075,18,77,F,Test
8124451,12,58,M,Control
8124490,21,51,M,Control
8124532,22,56,M,Test
8124604,15,78,M,Test
8124688,15,62,M,Test
8124903,11,45,M,Test
8125145,4,25,U,Test
8125499,25,52,F,Test
8125539,6,27,U,Test
8125631,28,65,F,Test
8125661,10,37,M,Test
8125772,30,67,F,Test
8126014,6,67,U,Control
8126307,6,47,U,Test
8126320,21,44,F,Test
8126871,5,33,U,Control
8126956,4,29,U,Control
8127073,5,48,F,Control
8127091,24,70,F,Control
8127172,12,60,U,Test
8127199,15,42,F,Test
8127212,11,38,F,Control
8127825,5,33,U,Control
8127966,4,36,U,Control
8127978,26,50,M,Test
8128128,13,70,F,Control
8128275,14,58,U,Test
8128770,15,46,F,Control
8128914,10,58,M,Test
8128924,9,46,M,Control
8129250,7,36,U,Control
8129286,5,61,M,Control
8129324,3,40,U,Test
8129452,9,60,F,Control
8129690,4,57,M,Test
8129727,22,49,F,Control
8129844,7,30,U,Control
8130154,12,53,M,Test
8130163,6,48,U,Test
8130211,21,27,M,Control
8130441,16,52,F,Control
8130515,7,50,U,Test
8131034,6,42,U,Control
8131438,23,54,F,Test
8131816,15,54,M,Test
8132181,13,34,M,Test
8132819,8,33,M,Test
8133214,24,67,M,Test
8133512,18,57,F,Test
8133621,10,57,F,Control
8133761,5,47,U,Control
8133973,21,62,M,Test
8134452,21,58,U,Test
8134612,16,50,F,Control
8134743,5,34,U,Test
8134838,5,27,U,Control
8134938,22,29,M,Control
8135120,19,46,M,Control
8135457,11,39,U,Control
8135661,8,25,F,Test
8135997,12,30,M,Test
8136175,5,59,F,Control
8136342,5,74,U,Control
8136408,12,57,F,Test
8137117,35,55,M,Test
8137173,5,67,F,Test
8137187,9,31,F,Test
8137215,10,43,M,Test
8137724,19,56,F,Control
8138044,20,52,M,Test
8138465,13,54,M,Test
8138517,12,39,F,Control
8138782,6,69,U,Control
8139389,33,55,M,Test
8139839,8,28,M,Control
8139858,8,69,U,Test
8139916,17,66,M,Control
8139936,7,67,U,Test
8140069,10,61,F,Test
8140196,11,37,F,Test
8140256,10,63,M,Test
8140663,21,21,F,Control
8141724,27,61,F,Test
8142042,9,22,F,Control
8142299,12,47,M,Test
8142398,4,69,U,Test
8142514,22,62,F,Control
8142528,19,54,M,Test
8142623,15,72,F,Control
8142716,4,24,U,Test
8142946,21,79,F,Test
8143287,22,46,U,Control
8143738,11,54,M,Test
8143922,6,47,U,Test
8143975,5,22,M,Control
8144018,7,33,U,Test
8144074,15,34,F,Test
8144587,11,36,F,Test
8144783,6,46,F,Test
8144798,5,26,U,Control
8145262,21,52,F,Test
8145789,10,43,F,Control
8145890,10,73,M,Test
8146476,5,55,U,Control
8146647,8,26,M,Control
8147254,7,47,M,Test
8147319,5,79,U,Test
8147545,6,29,U,Control
8148127,22,58,M,Test
8148212,6,60,U,Control
8148299,5,81,F,Control
8148423,4,64,M,Control
8148869,16,60,F,Control
8149214,14,32,F,Control
8149689,12,64,M,Control
8149715,7,53,M,Test
8149895,19,70,M,Test
8149955,6,28,U,Control
8150031,4,25,U,Test
8150060,12,39,F,Control
8150683,18,51,M,Test
8150867,10,43,F,Test
8150905,13,53,M,Test
8151029,5,82,U,Control
8151536,12,36,F,Test
8151605,35,58,M,Control
8151649,8,55,F,Test
8151693,18,58,M,Control
8152115,8,34,U,Control
8152690,14,50,F,Control
8152789,7,45,U,Test
8153271,6,37,U,Control
8153325,23,49,M,Control
8153393,23,64,F,Control
8153419,3,22,U,Test
8154299,4,51,M,Control
8154471,14,69,F,Test
8154663,4,73,F,Control
8155111,13,56,F,Control
8155386,6,62,U,Control
8155528,16,58,F,Test
8155757,6,31,M,Control
8156123,15,51,F,Test
8156436,23,19,U,Control
8156551,9,55,F,Test
8156691,6,28,U,Control
8156741,13,53,F,Control
8156778,21,41,M,Test
8156943,15,33,M,Control
8156996,15,71,F,Control
8157020,13,37,F,Test
8157088,15,42,F,Test
8157247,13,39,F,Control
8157741,30,75,F,Test
8157893,5,53,M,Control
8158004,12,48,F,Control
8158159,13,36,F,Test
8158266,9,40,F,Control
8158588,7,65,U,Test
8158599,15,45,M,Test
8159840,7,53,U,Control
8159854,28,67,F,Control
8159879,33,61,M,Test
8160088,15,41,F,Test
8160451,26,68,F,Control
8160510,23,47,F,Control
8161011,14,42,F,Control
8161095,5,42,M,Control
8161244,2,54,M,Control
8161337,15,50,M,Control
8161448,6,40,U,Control
8161704,21,63,F,Control
8161973,16,72,F,Control
8162066,6,38,M,Test
8162191,13,44,M,Control
8162270,7,29,U,Control
8163068,25,57,M,Control
8163384,15,51,M,Control
8163507,5,55,F,Test
8163527,12,31,M,Test
8163566,5,44,U,Test
8163594,18,60,M,Control
8163610,4,47,U,Test
8163796,23,63,F,Test
8163806,16,68,F,Control
8163927,13,79,F,Test
8164042,7,64,U,Control
8164122,11,71,M,Control
8164319,14,67,M,Test
8164330,24,25,F,Control
8164412,4,56,U,Test
8164502,5,74,F,Control
8164547,10,43,M,Test
8164635,18,51,F,Test
8164670,5,66,M,Control
8164889,19,35,F,Control
8165001,5,57,M,Test
8165113,27,40,M,Control
8165291,6,26,U,Control
8165314,5,45,U,Test
8165565,4,50,F,Test
8165778,9,52,F,Control
8165838,8,26,M,Test
8165914,6,39,U,Test
8166246,6,24,U,Test
8166306,6,56,U,Test
8166361,25,59,F,Control
8166540,7,57,U,Control
8166616,15,34,M,Control
8167124,34,67,F,Control
8167168,7,55,U,Control
8167393,10,40,M,Control
8167785,12,61,F,Control
8167786,7,28,U,Control
8167904,6,53,U,Control
8167939,5,58,U,Control
8168349,9,71,M,Test
8168445,5,68,U,Control
8168710,5,31,U,Control
8169008,4,46,U,Control
8169366,7,69,U,Test
8169732,4,19,U,Test
8170103,12,39,M,Test
8170136,6,58,M,Control
8170143,12,70,M,Control
8170199,15,40,F,Test
8170314,26,21,M,Test
8170322,8,29,F,Control
8170337,22,68,M,Control
8170460,15,41,M,Test
8171000,9,54,M,Control
8171174,12,63,F,Test
8171532,8,48,M,Test
8171782,4,47,U,Control
8171936,10,23,M,Test
8172224,5,26,U,Control
8172442,19,52,M,Control
8172977,5,30,U,Test
8173142,24,63,M,Control
8173337,5,63,U,Control
8173417,25,35,F,Control
8173437,8,68,U,Control
8173583,6,66,U,Test
8174002,10,37,F,Test
8174009,4,35,U,Test
8174132,21,54,F,Test
8174731,27,25,M,Test
8175396,5,29,U,Control
8175407,5,49,U,Test
8175549,9,31,M,Control
8175591,6,38,M,Control
8175603,15,50,F,Test
8175830,15,55,F,Control
8175874,15,43,F,Test
8176161,6,80,U,Control
8176371,6,22,U,Control
8176430,18,40,F,Test
8176637,14,48,F,Test
8177035,13,60,M,Control
8177492,10,44,M,Test
8178009,9,67,M,Control
8178255,15,59,F,Test
8178404,15,54,M,Test
8178476,18,37,M,Test
8178567,6,28,U,Test
8178612,10,32,M,Test
8178704,4,55,U,Test
8178744,6,35,U,Test
8179401,5,37,U,Test
8179513,12,47,F,Control
8179812,16,75,M,Control
8179872,17,41,M,Control
8180028,10,30,F,Test
8180165,8,46,U,Test
8180196,6,67,U,Control
8180244,13,53,F,Test
8180271,13,64,F,Control
8180297,13,36,M,Control
8180494,4,52,U,Test
8180590,7,57,U,Test
8180806,6,26,U,Control
8180878,9,24,F,Control
8180884,6,49,M,Control
8181298,3,44,U,Test
8181732,14,64,M,Control
8181803,21,61,F,Test
8182003,13,63,F,Test
